"","Ledger.Name","Project.No","Project.Description","Date","Period","Reference","Trans.Nbr","Ordernr","Order.Line.Nbr","Document.Type","Unique.Number","Amount","Narrative.1","Narrative.2","Narrative.3","Funding.Source","Accountnr","X","CapSentiment","CapSentiment_Cl"
"3125","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",222,"P040725",2,"APINVP",240169,1337,"GR350 PL 12MMX570X94 AS DRG 3.4","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3126","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",223,"P040725",2,"APINVP",240169,1337,"GR350 PL 12MMX570X94 AS DRG 3.4","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3127","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",224,"P040725",2,"APINVP",240169,1337,"GR350 PL 12MMX570X94 AS DRG 3.4","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3128","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",225,"P040725",3,"APINVP",240169,415,"GR350 PL 12MMX570X280 AS DRG 3.5","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3129","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",226,"P040725",3,"APINVP",240169,415,"GR350 PL 12MMX570X280 AS DRG 3.5","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3130","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",227,"P040725",3,"APINVP",240169,415,"GR350 PL 12MMX570X280 AS DRG 3.5","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3131","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",228,"P040725",3,"APINVP",240169,415,"GR350 PL 12MMX570X280 AS DRG 3.5","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3132","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",229,"P040725",4,"APINVP",240169,2519,"GR350 PL 25MMX540X540 AS DRG 1.1","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3133","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",230,"P040725",4,"APINVP",240169,2519,"GR350 PL 25MMX540X540 AS DRG 1.1","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3134","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",231,"P040725",4,"APINVP",240169,2519,"GR350 PL 25MMX540X540 AS DRG 1.1","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3135","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",232,"P040725",4,"APINVP",240169,2519,"GR350 PL 25MMX540X540 AS DRG 1.1","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3136","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",233,"P040725",5,"APINVP",240169,602,"GR350 PL 32MM X 460 X 325 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3137","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",234,"P040725",5,"APINVP",240169,602,"GR350 PL 32MM X 460 X 325 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3138","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",235,"P040725",5,"APINVP",240169,602,"GR350 PL 32MM X 460 X 325 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3139","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",236,"P040725",5,"APINVP",240169,602,"GR350 PL 32MM X 460 X 325 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3140","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",237,"P040725",6,"APINVP",240169,480,"GR350 PL 20MMX440X456 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3141","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",238,"P040725",6,"APINVP",240169,480,"GR350 PL 20MMX440X456 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3142","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",239,"P040725",6,"APINVP",240169,480,"GR350 PL 20MMX440X456 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3143","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",240,"P040725",6,"APINVP",240169,480,"GR350 PL 20MMX440X456 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3144","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",241,"P040725",7,"APINVP",240169,559,"GR350 PL 20MMX440X537 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3145","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",242,"P040725",7,"APINVP",240169,559,"GR350 PL 20MMX440X537 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3146","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",243,"P040725",7,"APINVP",240169,559,"GR350 PL 20MMX440X537 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3147","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",244,"P040725",7,"APINVP",240169,559,"GR350 PL 20MMX440X537 AS DRG","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3148","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",245,"P040725",8,"APINVP",240169,137,"ERW PIPE 250NB STW X 112MM","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3149","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",246,"P040725",8,"APINVP",240169,137,"ERW PIPE 250NB STW X 112MM","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3150","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",247,"P040725",8,"APINVP",240169,137,"ERW PIPE 250NB STW X 112MM","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3151","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",248,"P040725",8,"APINVP",240169,137,"ERW PIPE 250NB STW X 112MM","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3152","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",249,"P040725",9,"APINVP",240169,4885,"GR4140 PIN 125Ø X 435MM AS DRG 1.2","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3153","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",250,"P040725",9,"APINVP",240169,4885,"GR4140 PIN 125Ø X 435MM AS DRG 1.2","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3154","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",251,"P040725",9,"APINVP",240169,4885,"GR4140 PIN 125Ø X 435MM AS DRG 1.2","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3155","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",252,"P040725",9,"APINVP",240169,4885,"GR4140 PIN 125Ø X 435MM AS DRG 1.2","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3156","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",253,"P040725",10,"APINVP",240169,1793,"GR4140 COLLAR 130Ø X 70MM AS DRG 1.3","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3157","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",254,"P040725",10,"APINVP",240169,1793,"GR4140 COLLAR 130Ø X 70MM AS DRG 1.3","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3158","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",255,"P040725",10,"APINVP",240169,1793,"GR4140 COLLAR 130Ø X 70MM AS DRG 1.3","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3159","20PLACT","M204000","I-W Infrastructure - Wharf","1/09/2019",3,"00007583",256,"P040725",10,"APINVP",240169,1793,"GR4140 COLLAR 130Ø X 70MM AS DRG 1.3","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3160","20PLACT","M204000","I-W Infrastructure - Wharf","15/08/2019",3,"0389-80069564",257,"P041426",60,"APINVP",241008,89,"Con Note: 1515330002522 SFS","","Toll Ipec - East Side","MAINT","M204000.6230.25.00",NA,0,0
"3163","20PLACT","M204000","I-W Infrastructure - Wharf","23/09/2019",3,"INV-AUS10298",260,"P041693",1,"APINVP",242580,3032,"GARNET PREMIUM 25KG BAG","","GMA Garnet Pty Ltd","MAINT","M204000.6230.25.00",NA,0,0
"3164","20PLACT","M204000","I-W Infrastructure - Wharf","31/08/2019",3,"5004674655",261,"P041074",2,"APINVP",243253,17,"NOZZLE CUTTING 15C-A","","BOC Gases Australia Limited","MAINT","M204000.6230.25.00",NA,0,0
"3165","20PLACT","M204000","I-W Infrastructure - Wharf","31/08/2019",3,"5004674655",262,"P041074",3,"APINVP",243253,843,"WIRE INNERSHIELD NR232 1.7MM 11.3KG","","BOC Gases Australia Limited","MAINT","M204000.6230.25.00",NA,0,0
"3167","20PLACT","M204000","I-W Infrastructure - Wharf","20/09/2019",3,"233406",264,"P041960",1,"APINVP",243651,21,"SCREW PHILLIPS PAN HD M6 X 30MM S/S","","Stainless Fastener Supplies P/L","MAINT","M204000.6230.25.00",NA,0,0
"3168","20PLACT","M204000","I-W Infrastructure - Wharf","28/08/2019",3,"00259129",265,"P041660",14,"APINVP",243558,358,"Con Note: 328955 JP Pallets","","RGR Road Haulage Pty Ltd","MAINT","M204000.6230.25.00",NA,0,0
"3169","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",266,"",NA,"$REVJRNL",0,12795,"August fender beam and pin pile replacem","TOTAL AMS PTY LTD; P040268/1","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3171","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",268,"",NA,"$REVJRNL",0,5680,"Berth 1 Pontoon Damage Walkway","TOTAL AMS PTY LTD; P032930/1","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3172","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",269,"",NA,"$REVJRNL",0,874,"FREIGHT FREMANTLE TO PPA STORES EAST","RGR ROAD HAULAGE PTY LTD; P037531/0","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3174","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",271,"",NA,"$REVJRNL",0,300,"NORWEST TRUCK - PIN PILE TPT","NORWEST CRANE HIRE; P036931/2","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3175","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",272,"",NA,"$REVJRNL",0,1763,"Week 26 - 5 x 9hr days @ $115 per hr","FORCE EQUIPMENT PTY LTD; P039386/1","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3176","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",273,"",NA,"$REVJRNL",0,1763,"Week 27 - 5 x 9hr days @ $115 per hr","FORCE EQUIPMENT PTY LTD; P039386/1","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3177","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",274,"",NA,"$REVJRNL",0,1763,"Week 28 - 5 x 9hr days @ $115 per hr","FORCE EQUIPMENT PTY LTD; P039386/1","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3178","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",275,"",NA,"$REVJRNL",0,53," BRUSH-PIPELINE 125X22X6MM M/S TAIPAN","WESTERN WELDING SERVICES (SOUTH PACIFIC;","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3179","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",276,"",NA,"$REVJRNL",0,84,"BINZEL ABIMIG SPACER - 355","WESTERN WELDING SERVICES (SOUTH PACIFIC;","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3180","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",277,"",NA,"$REVJRNL",0,119,"TIP HOLDER ABIMIG 355 M8","WESTERN WELDING SERVICES (SOUTH PACIFIC;","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3181","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001461",278,"",NA,"$REVJRNL",0,1881,"WIRE MIG VERTICOR 3XP 1.6MM 15KG","WESTERN WELDING SERVICES (SOUTH PACIFIC;","EOM Works Commitment accrual","MAINT","M204000.6230.25.00",NA,0,0
"3182","20PLACT","M204000","I-W Infrastructure - Wharf","23/08/2019",3,"00258652",292,"P041660",10,"APINVP",243554,97,"Con Note: 318223 ASAPS","","RGR Road Haulage Pty Ltd","MAINT","M204000.6230.25.00",NA,0,0
"3183","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001477",293,"",NA,"$REVJRNL",0,267,"920-08925 EPOXY THINNER - 20L","Dulux Australia; Inv: 479685043; P042129","Unposted Doc Accrual 079566","MAINT","M204000.6230.25.00",NA,0,0
"3184","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001477",294,"",NA,"$REVJRNL",0,633,"965-42166 THINNERS DUTHIN 040-20L","Dulux Australia; Inv: 479685043; P042129","Unposted Doc Accrual 079566","MAINT","M204000.6230.25.00",NA,0,0
"3185","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001477",295,"",NA,"$REVJRNL",0,428,"976-84539 HARDENERS-DUREBILD STE ST","Dulux Australia; Inv: 479685043; P042129","Unposted Doc Accrual 079566","MAINT","M204000.6230.25.00",NA,0,0
"3186","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001477",296,"",NA,"$REVJRNL",0,1409,"775-38678 DUREBILD STE LGHT GRY N35","Dulux Australia; Inv: 479685043; P042129","Unposted Doc Accrual 079566","MAINT","M204000.6230.25.00",NA,0,0
"3187","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001477",297,"",NA,"$REVJRNL",0,88,"976-84593 HARDENERS WEATHERMAX HBR","Dulux Australia; Inv: 479685043; P042129","Unposted Doc Accrual 079566","MAINT","M204000.6230.25.00",NA,0,0
"3188","20PLACT","M204000","I-W Infrastructure - Wharf","30/09/2019",3,"RJ001477",298,"",NA,"$REVJRNL",0,473,"770-39079 W/MAX HBR-LF SIGNAL RED","Dulux Australia; Inv: 479685043; P042129","Unposted Doc Accrual 079566","MAINT","M204000.6230.25.00",NA,0,0
"3208","20PLACT","M204000","I-W Infrastructure - Wharf","27/09/2019",4,"479685043",305,"P042129",1,"APINVP",243786,267,"920-08925 EPOXY THINNER - 20L","","Dulux Australia","MAINT","M204000.6230.25.00",NA,0,0
"3209","20PLACT","M204000","I-W Infrastructure - Wharf","27/09/2019",4,"479685043",306,"P042129",2,"APINVP",243786,633,"965-42166 THINNERS DUTHIN 040-20L","","Dulux Australia","MAINT","M204000.6230.25.00",NA,0,0
"3210","20PLACT","M204000","I-W Infrastructure - Wharf","27/09/2019",4,"479685043",307,"P042129",3,"APINVP",243786,428,"976-84539 HARDENERS-DUREBILD STE ST","","Dulux Australia","MAINT","M204000.6230.25.00",NA,0,0
"3211","20PLACT","M204000","I-W Infrastructure - Wharf","27/09/2019",4,"479685043",308,"P042129",4,"APINVP",243786,1409,"775-38678 DUREBILD STE LGHT GRY N35","","Dulux Australia","MAINT","M204000.6230.25.00",NA,0,0
"3212","20PLACT","M204000","I-W Infrastructure - Wharf","27/09/2019",4,"479685043",309,"P042129",5,"APINVP",243786,88,"976-84593 HARDENERS WEATHERMAX HBR","","Dulux Australia","MAINT","M204000.6230.25.00",NA,0,0
"3213","20PLACT","M204000","I-W Infrastructure - Wharf","27/09/2019",4,"479685043",310,"P042129",6,"APINVP",243786,473,"770-39079 W/MAX HBR-LF SIGNAL RED","","Dulux Australia","MAINT","M204000.6230.25.00",NA,0,0
"3216","20PLACT","M204000","I-W Infrastructure - Wharf","2/10/2019",4,"479748286",313,"P042129",5,"APINVP",245163,88,"976-84593 HARDENERS WEATHERMAX HBR","","Dulux Australia","MAINT","M204000.6230.25.00",NA,0,0
"3217","20PLACT","M204000","I-W Infrastructure - Wharf","2/10/2019",4,"479748286",314,"P042129",6,"APINVP",245163,473,"770-39079 W/MAX HBR-LF SIGNAL RED","","Dulux Australia","MAINT","M204000.6230.25.00",NA,0,0
"3218","20PLACT","M204000","I-W Infrastructure - Wharf","25/09/2019",4,"4075406363",315,"P041917",1,"APINVP",245438,1881,"WIRE MIG VERTICOR 3XP 1.6MM 15KG","","Western Welding Services (South Pacific","MAINT","M204000.6230.25.00",NA,0,0
"3219","20PLACT","M204000","I-W Infrastructure - Wharf","25/09/2019",4,"4075406376",316,"P041914",1,"APINVP",245436,119,"TIP HOLDER ABIMIG 355 M8","","Western Welding Services (South Pacific","MAINT","M204000.6230.25.00",NA,0,0
"3220","20PLACT","M204000","I-W Infrastructure - Wharf","25/09/2019",4,"4075406376",317,"P041914",2,"APINVP",245436,84,"BINZEL ABIMIG SPACER - 355","","Western Welding Services (South Pacific","MAINT","M204000.6230.25.00",NA,0,0
"3221","20PLACT","M204000","I-W Infrastructure - Wharf","25/09/2019",4,"4075406376",318,"P041914",3,"APINVP",245436,53," BRUSH-PIPELINE 125X22X6MM M/S TAIPAN","","Western Welding Services (South Pacific","MAINT","M204000.6230.25.00",NA,0,0
"3223","20PLACT","M204000","I-W Infrastructure - Wharf","27/09/2019",4,"PH2801UF",320,"P041961",4,"APINVP",245802,2,"BIT POWER 1/4""HEX PHILLIPS #2 89MM 41224","","Blackwoods Hardware","MAINT","M204000.6230.25.00",NA,0,0
"3224","20PLACT","M204000","I-W Infrastructure - Wharf","4/09/2019",4,"6334550",321,"P040114",5,"APINVP",245778,3,"VARIATION LOGBOOK","","Chubb Fire & Security Pty Ltd","MAINT","M204000.6230.25.00",NA,0,0
"3225","20PLACT","M204000","I-W Infrastructure - Wharf","4/09/2019",4,"6334550",322,"P040114",6,"APINVP",245778,7,"VARIATION 003 PADLOCKS","","Chubb Fire & Security Pty Ltd","MAINT","M204000.6230.25.00",NA,0,0
"3226","20PLACT","M204000","I-W Infrastructure - Wharf","3/10/2019",4,"6521522",323,"P041959",1,"APINVP",245665,7,"BUSHING SNAP NYLON RND 25.4MM BLACK","","L&H Group T/A Auslec","MAINT","M204000.6230.25.00",NA,0,0
"3227","20PLACT","M204000","I-W Infrastructure - Wharf","3/10/2019",4,"6521522",324,"P041959",2,"APINVP",245665,15,"SEALANT SILICONE GENERAL PURPOSE CLEAR","","L&H Group T/A Auslec","MAINT","M204000.6230.25.00",NA,0,0
"3228","20PLACT","M204000","I-W Infrastructure - Wharf","3/10/2019",4,"6521525",325,"P041959",3,"APINVP",245668,112,"HOLESAW 25MM BI METAL SPEED SLOT","","L&H Group T/A Auslec","MAINT","M204000.6230.25.00",NA,0,0
"3229","20PLACT","M204000","I-W Infrastructure - Wharf","3/10/2019",4,"6521525",326,"P041959",5,"APINVP",245668,140,"HOLESAW 32MM BI METAL SPEED SLOT","","L&H Group T/A Auslec","MAINT","M204000.6230.25.00",NA,0,0
"3230","20PLACT","M204000","I-W Infrastructure - Wharf","3/10/2019",4,"6521525",327,"P041959",6,"APINVP",245668,55,"DRILL PILOT FOR 1L 2L 4L - 1PK","","L&H Group T/A Auslec","MAINT","M204000.6230.25.00",NA,0,0
"3231","20PLACT","M204000","I-W Infrastructure - Wharf","3/10/2019",4,"6521525",328,"P041959",8,"APINVP",245668,71,"ARBOR 2L FITS HOLE SAWS 20L-96L (HEX) SN","","L&H Group T/A Auslec","MAINT","M204000.6230.25.00",NA,0,0
"3232","20PLACT","M204000","I-W Infrastructure - Wharf","21/09/2019",4,"PH1569UE",329,"P041961",4,"APINVP",246581,21,"BIT POWER 1/4""HEX PHILLIPS #2 89MM 41224","","Blackwoods Hardware","MAINT","M204000.6230.25.00",NA,0,0
"3233","20PLACT","M204000","I-W Infrastructure - Wharf","21/09/2019",4,"PH0549UE",330,"P041961",1,"APINVP",246586,307,"DRILL SET COBALT 1.0-13MM 25PC METRIC","","Blackwoods Hardware","MAINT","M204000.6230.25.00",NA,0,0
"3234","20PLACT","M204000","I-W Infrastructure - Wharf","21/09/2019",4,"PH0549UE",331,"P041961",2,"APINVP",246586,22,"COMPOUND CUTTING CRC 3060 TREFOLEX 500ML","","Blackwoods Hardware","MAINT","M204000.6230.25.00",NA,0,0
"3237","20PLACT","M204000","I-W Infrastructure - Wharf","3/09/2019",4,"00259690",334,"P042527",23,"APINVP",246985,3695,"CON NOTE: 318231 ASAPS","","RGR Road Haulage Pty Ltd","MAINT","M204000.6230.25.00",NA,0,0
"3238","20PLACT","M204000","I-W Infrastructure - Wharf","3/09/2019",4,"00259689",335,"P042527",22,"APINVP",246989,3695,"CON NOTE: 318232 ASAPS","","RGR Road Haulage Pty Ltd","MAINT","M204000.6230.25.00",NA,0,0
"3239","20PLACT","M204000","I-W Infrastructure - Wharf","4/09/2019",4,"00259780",336,"P042527",20,"APINVP",246992,1037,"CON NOTE: 318233 ASAPS","","RGR Road Haulage Pty Ltd","MAINT","M204000.6230.25.00",NA,0,0
"3244","20PLACT","M204000","I-W Infrastructure - Wharf","1/10/2019",4,"00007956",341,"P041752",1,"APINVP",246499,3323,"UNIVERSAL BEAM 610 X 125 @ 2000MM","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3245","20PLACT","M204000","I-W Infrastructure - Wharf","1/10/2019",4,"00007956",342,"P041752",2,"APINVP",246499,3323,"UNIVERSAL BEAM 610 X 125 @ 62000MM","","Australian Steel & Procurement Services","MAINT","M204000.6230.25.00",NA,0,0
"3246","20PLACT","M204000","I-W Infrastructure - Wharf","7/10/2019",4,"PH2504UH",343,"P042321",2,"APINVP",247296,156,"CUTTER HSS AUSTBROACH 26508 26DIA X 50MM","","Blackwoods Hardware","MAINT","M204000.6230.25.00",NA,0,0
"3247","20PLACT","M204000","I-W Infrastructure - Wharf","7/10/2019",4,"PH2504UH",344,"P042321",4,"APINVP",247296,204,"CUTTER HSS AUSTBROACH 30508 30DIA X 50MM","","Blackwoods Hardware","MAINT","M204000.6230.25.00",NA,0,0
"3248","20PLACT","M204000","I-W Infrastructure - Wharf","7/10/2019",4,"PH2504UH",345,"P042321",5,"APINVP",247296,342,"CUTTER HSS AUSTBROACH 34508 34DIA X 50MM","","Blackwoods Hardware","MAINT","M204000.6230.25.00",NA,0,0
"3249","20PLACT","M204000","I-W Infrastructure - Wharf","7/10/2019",4,"PH2504UH",346,"P042321",6,"APINVP",247296,194,"BUR CARBIDE CYL RAD/E DBL 1/2X1 SC500","","Blackwoods Hardware","MAINT","M204000.6230.25.00",NA,0,0
